Company,TypeName,Cpu,Ram,Weight,Price,Touchscreen,IPS,ppi,HDD,SSD,Gpu brand,OS
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.4,85194.72,Yes,Yes,158.48253022174808,0,256,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.1,15930.72,No,No,111.93520355955211,500,0,Intel,Windows
Lenovo,Netbook,Other Intel Processor,4,1.25,14119.2,No,No,135.0942111925629,0,16,Intel,Chrome
Lenovo,Notebook,Intel Core i5,8,1.44,50562.72,No,No,165.6321180513006,0,256,Intel,Windows
Asus,Notebook,Intel Core i7,8,2.0,65214.72,No,No,141.21199808219862,1000,256,Intel,Windows
Acer,Notebook,Intel Core i5,4,2.2,32660.64,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.34,70489.44,No,Yes,165.6321180513006,0,512,Intel,Windows
Lenovo,Gaming,Intel Core i7,8,2.4,61218.72,No,Yes,141.21199808219862,1000,256,Nvidia,Other OS
Dell,Ultrabook,Intel Core i5,8,1.29,47898.72,Yes,Yes,165.6321180513006,0,128,Intel,Windows
Acer,Notebook,Intel Core i7,4,2.2,34045.92,No,No,141.21199808219862,500,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.18,44542.08,No,No,141.21199808219862,1000,0,Intel,Windows
Dell,Notebook,Intel Core i7,16,2.2,64961.1072,No,No,141.21199808219862,2000,256,AMD,Windows
Xiaomi,Notebook,Intel Core i7,16,1.95,74589.336,No,Yes,141.21199808219862,0,256,Nvidia,Other OS
Asus,Netbook,Other Intel Processor,2,1.1,13053.6,No,No,135.0942111925629,0,0,Intel,Windows
HP,Notebook,Intel Core i5,4,2.04,27783.9216,Yes,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,24,2.24,158135.04,No,No,141.21199808219862,0,512,Nvidia,Windows
HP,Notebook,Intel Core i5,8,2.04,47365.92,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Gaming,Intel Core i7,16,3.0,80133.12,No,No,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Gaming,Intel Core i7,8,3.2,74538.72,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.32,74538.72,No,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.64,68184.0144,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i3,4,1.63,36709.92,No,No,100.45466986113651,0,128,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.8,47365.92,No,Yes,127.33567457123111,1000,128,AMD,Linux
Lenovo,Notebook,Intel Core i5,8,2.02,71395.2,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,4,2.2,42570.72,No,No,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,8,2.2,24455.52,No,No,100.45466986113651,2000,0,Nvidia,Other OS
Dell,Notebook,Intel Core i5,4,2.3,31168.8,No,No,141.21199808219862,500,0,AMD,Windows
Dell,Notebook,Intel Core i5,8,1.9,73366.56,No,No,141.21199808219862,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,4.42,160520.3856,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,2.0,45820.8,No,Yes,141.21199808219862,500,0,Intel,Windows
Asus,Notebook,Intel Core i7,8,2.0,69210.72,No,Yes,282.42399616439724,1000,256,Nvidia,Windows
Mediacom,Notebook,Other Intel Processor,4,1.2,19660.32,No,Yes,165.6321180513006,0,32,Intel,Windows
Asus,Gaming,Intel Core i5,8,2.3,87858.72,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,1.93,72940.32,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.2,42486.0048,No,No,141.21199808219862,0,256,AMD,Windows
HP,Notebook,Other Intel Processor,4,1.86,21258.1872,No,No,141.21199808219862,0,256,Intel,Windows
HP,Gaming,Intel Core i7,12,2.62,95850.72,No,No,127.33567457123111,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,8,1.87,45767.52,No,Yes,157.3505121487356,0,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i7,8,1.2,74538.72,Yes,No,276.053530085501,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,1.6,39207.1536,No,No,157.3505121487356,0,128,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.34,61005.6,No,Yes,276.053530085501,0,256,Intel,Windows
Acer,Gaming,Intel Core i5,8,2.4,42517.44,No,No,141.21199808219862,1000,0,Nvidia,Linux
Asus,Notebook,AMD Processor,4,2.0,18594.72,No,No,100.45466986113651,500,0,AMD,Windows
HP,Notebook,Intel Core i3,4,2.1,37589.04,No,No,141.21199808219862,0,128,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,1.87,41824.8,No,No,157.3505121487356,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.15,24634.008,No,No,141.21199808219862,1000,0,Intel,Other OS
HP,Notebook,Intel Core i3,4,1.86,21152.16,No,No,141.21199808219862,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,1.99,92121.12,No,Yes,141.21199808219862,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,26586.72,No,No,141.21199808219862,0,128,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.9,59513.2272,No,No,141.21199808219862,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,4.42,143802.72,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
HP,Notebook,Intel Core i3,8,2.65,28992.312,No,No,106.11306214269258,1000,0,Intel,Windows
HP,Notebook,Intel Core i7,8,2.63,68198.4,No,No,127.33567457123111,1000,0,Nvidia,Windows
Asus,Notebook,Other Intel Processor,4,2.0,11934.72,No,No,100.45466986113651,500,0,Intel,Linux
Mediacom,Notebook,Other Intel Processor,4,1.35,13586.4,No,Yes,165.6321180513006,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,6,2.8,50562.72,No,No,106.11306214269258,1000,128,Nvidia,Windows
HP,Notebook,AMD Processor,6,1.91,30310.992,No,Yes,141.21199808219862,0,128,AMD,Windows
Dell,Notebook,Intel Core i3,4,2.18,32921.712,No,No,100.45466986113651,1000,0,AMD,Windows
Acer,2 in 1 Convertible,Other Intel Processor,4,1.25,18594.72,Yes,Yes,189.90579052433606,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.05,33566.4,No,No,141.21199808219862,0,128,Intel,Windows
HP,Ultrabook,Other Intel Processor,16,1.16,104695.2,Yes,Yes,276.053530085501,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,3.4,159786.72,No,Yes,127.33567457123111,0,256,Nvidia,Windows
Asus,Notebook,Intel Core i5,8,2.5,44701.92,No,No,141.21199808219862,1000,128,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.21,85194.72,Yes,Yes,331.2642361026012,0,128,Intel,Windows
Dell,Notebook,Intel Core i5,4,1.93,51095.52,No,No,100.45466986113651,500,0,Intel,Windows
Fujitsu,Notebook,Intel Core i5,8,2.2,39373.92,No,No,100.45466986113651,1000,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,18328.32,No,No,141.21199808219862,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.02,52747.2,No,No,111.93520355955211,500,0,Intel,Windows
HP,Workstation,Intel Core i5,8,3.14,99153.5472,No,No,106.11306214269258,500,0,Nvidia,Windows
HP,Notebook,Other Intel Processor,8,1.94,20725.92,No,No,111.93520355955211,2000,0,Intel,Windows
HP,Notebook,AMD Processor,6,1.95,34578.72,No,Yes,141.21199808219862,0,256,AMD,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,44222.4,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.05,36496.8,No,No,141.21199808219862,500,0,Intel,Windows
Mediacom,Notebook,Other Intel Processor,4,1.4,13266.72,No,No,157.3505121487356,0,32,Intel,Windows
Toshiba,Ultrabook,Intel Core i7,16,1.24,99367.2,Yes,No,157.3505121487356,0,512,Intel,Windows
Lenovo,Gaming,Intel Core i7,32,4.6,141884.64,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,4.14,145401.12,No,No,127.33567457123111,1000,512,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.2,39907.2528,No,No,141.21199808219862,0,256,AMD,Linux
Mediacom,Notebook,Other Intel Processor,4,1.45,20725.92,No,Yes,157.3505121487356,0,32,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.9,53733.9456,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i3,4,1.49,38308.32,No,No,165.6321180513006,0,128,Intel,Windows
Dell,Notebook,Intel Core i7,16,1.93,81912.1392,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Netbook,Other Intel Processor,4,1.26,15717.6,No,No,135.0942111925629,0,0,Intel,Chrome
MSI,Gaming,Intel Core i7,16,4.5,125154.72,No,No,127.33567457123111,1000,128,Nvidia,Windows
HP,Gaming,Intel Core i7,16,3.78,79813.44,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,12,1.4,89137.44,No,Yes,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,12,2.2,32447.52,Yes,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i5,8,2.73,94305.6,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,Intel Core i5,8,2.2,39373.92,Yes,No,100.45466986113651,1000,0,Intel,Windows
Lenovo,Notebook,AMD Processor,12,2.2,50562.72,No,No,141.21199808219862,0,512,AMD,Windows
Dell,2 in 1 Convertible,Other Intel Processor,4,1.39,32127.84,Yes,No,135.0942111925629,0,128,Intel,Windows
Samsung,Notebook,Intel Core i7,16,2.5,90522.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,4,2.8,28185.12,No,No,127.33567457123111,500,0,Intel,Other OS
Lenovo,Notebook,Intel Core i3,8,2.29,24455.52,No,No,100.45466986113651,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.37,107892.0,Yes,Yes,165.6321180513006,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.7,78534.72,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,1.34,88977.6,Yes,No,176.23257360658386,0,256,Intel,Windows
Dell,Workstation,Intel Core i7,8,2.06,93932.64,Yes,No,141.21199808219862,0,256,Nvidia,Windows
HP,Notebook,Intel Core i7,8,1.84,64948.32,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i3,4,2.1,35616.6144,No,No,100.45466986113651,500,0,Intel,Windows
Acer,Notebook,Other Intel Processor,4,1.6,17529.12,No,No,157.3505121487356,0,0,Intel,Windows
MSI,Gaming,Intel Core i7,16,4.14,117162.72,No,No,127.33567457123111,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.18,24775.2,No,No,100.45466986113651,1000,0,AMD,Linux
MSI,Gaming,Intel Core i7,16,1.8,122490.72,No,No,282.42399616439724,2000,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i7,8,2.2,74538.72,No,Yes,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,6,2.4,30049.92,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,2.0,69210.72,Yes,Yes,141.21199808219862,0,256,Intel,Windows
Acer,Notebook,Other Intel Processor,4,1.6,18594.72,No,No,111.93520355955211,0,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,32,2.5,261018.72,No,Yes,282.42399616439724,0,1000,Nvidia,Windows
Dell,Gaming,Intel Core i7,16,2.59,46833.6528,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.18,23650.992,No,No,100.45466986113651,1000,0,Intel,Linux
Dell,Notebook,Intel Core i3,4,2.25,19127.52,No,No,100.45466986113651,1000,0,Intel,Linux
Dell,Notebook,Intel Core i5,4,1.93,46300.32,No,No,100.45466986113651,500,0,Intel,Linux
Asus,Gaming,Intel Core i7,8,3.0,62231.04,No,No,127.33567457123111,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,4,2.18,30316.32,No,No,141.21199808219862,0,128,AMD,Linux
HP,Ultrabook,Intel Core i7,8,1.84,74005.92,No,No,141.21199808219862,0,512,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.94,120831.5808,No,No,141.21199808219862,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,Other Intel Processor,4,1.25,20193.12,Yes,Yes,135.0942111925629,0,0,Intel,Chrome
HP,Notebook,Intel Core i5,8,2.31,59886.72,No,No,111.93520355955211,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.65,78055.2,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.2,41345.28,No,No,141.21199808219862,1000,0,AMD,Windows
Fujitsu,Notebook,Intel Core i5,8,2.2,42570.72,No,No,100.45466986113651,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,1.88,49656.96,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.2,47898.72,No,No,141.21199808219862,1000,0,Nvidia,Windows
Mediacom,Notebook,Other Intel Processor,2,1.4,12733.92,No,No,157.3505121487356,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.2,24935.04,No,No,141.21199808219862,0,128,Intel,Other OS
Asus,2 in 1 Convertible,Intel Core i5,6,1.5,34046.4528,Yes,No,165.6321180513006,1000,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.0,96969.6,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Ultrabook,Intel Core i7,16,1.1,101232.0,No,No,157.3505121487356,0,512,Intel,Windows
Dell,Gaming,Intel Core i7,16,2.62,78801.12,No,No,141.21199808219862,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,1.8,44169.12,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,30849.12,No,No,141.21199808219862,1000,0,Nvidia,Windows
Asus,Notebook,Other Intel Processor,8,2.0,21258.72,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Notebook,Intel Core i5,8,1.99,48304.7136,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.23,99580.32,Yes,No,276.053530085501,0,256,Intel,Windows
Lenovo,Notebook,Other Intel Processor,2,1.42,13266.72,No,No,111.93520355955211,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.37,93635.3376,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,16,2.06,127818.72,Yes,No,282.42399616439724,0,1000,Nvidia,Windows
Lenovo,Gaming,Intel Core i7,8,2.5,59087.52,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,AMD Processor,8,2.6,27753.552,No,No,107.98564559226952,1000,0,AMD,Windows
Lenovo,Ultrabook,Intel Core i7,16,1.14,130536.0,No,Yes,157.3505121487356,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,8,2.5,62284.32,No,Yes,141.21199808219862,1000,0,Nvidia,Other OS
Acer,Notebook,Intel Core i3,4,2.4,23976.0,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,1.43,14598.72,No,No,111.93520355955211,0,0,Intel,Windows
Acer,Ultrabook,Intel Core i5,8,1.8,48964.32,No,Yes,157.3505121487356,0,256,Intel,Windows
Razer,Gaming,Intel Core i7,16,1.95,138474.72,No,No,157.3505121487356,0,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,1.2,64628.64,No,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.36,84395.52,No,Yes,176.23257360658386,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,32,3.8,149130.72,No,Yes,127.33567457123111,0,512,Nvidia,Windows
Acer,Gaming,Intel Core i5,8,2.4,37775.52,No,No,141.21199808219862,1000,0,Nvidia,Linux
Dell,Ultrabook,Intel Core i5,8,1.2,77250.672,No,No,165.6321180513006,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.2,63499.104,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i3,4,1.86,19441.872,No,No,100.45466986113651,500,0,Intel,Other OS
Toshiba,Notebook,Intel Core i5,8,2.0,56689.92,No,Yes,141.21199808219862,500,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.2,48964.32,No,No,141.21199808219862,0,256,AMD,Windows
Dell,Notebook,Intel Core i7,16,2.2,60472.8,No,No,141.21199808219862,2000,256,AMD,Windows
Lenovo,Gaming,Intel Core i7,8,3.31,63722.88,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Gaming,Intel Core i7,32,4.42,167691.8736,No,Yes,254.67134914246222,1000,512,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,1.56,65481.12,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,22324.32,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.2,28504.8,No,No,141.21199808219862,500,0,Intel,Windows
HP,Notebook,Intel Core i3,6,2.04,28717.92,No,No,141.21199808219862,1000,0,AMD,Windows
MSI,Gaming,Intel Core i7,8,2.7,79215.1056,No,No,127.33567457123111,1000,128,Nvidia,Windows
Toshiba,Notebook,Intel Core i3,4,2.1,26533.44,No,No,100.45466986113651,0,128,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.06,50882.4,No,No,141.21199808219862,1000,0,Intel,Windows
HP,Notebook,Intel Core i7,8,2.1,39693.6,No,No,141.21199808219862,1000,0,AMD,Windows
Toshiba,Notebook,Intel Core i5,8,2.0,67026.24,No,Yes,141.21199808219862,0,256,Intel,Windows
Acer,Notebook,Intel Core i3,4,2.1,21951.36,No,No,100.45466986113651,0,128,Intel,Linux
Microsoft,Ultrabook,Intel Core i7,8,1.252,99519.048,Yes,No,200.84255993695703,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.9,43580.376,No,No,141.21199808219862,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.3,55091.52,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Lenovo,Notebook,AMD Processor,4,2.2,18594.72,No,No,100.45466986113651,0,128,AMD,Windows
HP,2 in 1 Convertible,Intel Core i3,4,1.63,37242.72,Yes,Yes,157.3505121487356,0,128,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,2.4,68944.32,No,No,141.21199808219862,1000,256,Nvidia,Windows
Asus,Ultrabook,Intel Core i5,8,1.1,60472.8,No,No,157.3505121487356,0,256,Intel,Windows
HP,2 in 1 Convertible,Other Intel Processor,8,1.4,26373.6,Yes,No,135.0942111925629,0,0,Intel,Chrome
LG,Ultrabook,Intel Core i7,8,1.09,122490.72,No,Yes,141.21199808219862,0,512,Intel,Windows
Acer,Gaming,Intel Core i5,16,2.5,69210.72,No,No,141.21199808219862,0,256,Nvidia,Windows
MSI,Gaming,Intel Core i5,8,2.2,53168.112,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Notebook,Other Intel Processor,4,1.86,22324.32,No,No,100.45466986113651,0,128,Intel,Windows
Dell,Gaming,Intel Core i5,16,3.21,109277.28,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i3,4,2.5,37242.72,No,Yes,127.33567457123111,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.19,79866.72,Yes,Yes,165.6321180513006,0,512,Intel,Windows
Dell,Gaming,Intel Core i7,16,3.49,149916.6,No,No,141.21199808219862,1000,256,Nvidia,Windows
HP,Notebook,Intel Core i5,4,1.86,32639.8608,No,No,100.45466986113651,500,0,AMD,Windows
Dell,Notebook,Intel Core i3,4,2.2,29073.2976,No,No,100.45466986113651,1000,0,AMD,Windows
HP,Notebook,AMD Processor,6,2.65,30316.32,No,Yes,127.33567457123111,2000,0,AMD,Windows
Lenovo,Notebook,Other Intel Processor,4,2.1,16943.04,No,No,100.45466986113651,500,0,Intel,Windows
Acer,Notebook,Other Intel Processor,4,1.45,19980.0,No,No,111.93520355955211,0,0,Intel,Chrome
Lenovo,Notebook,Intel Core i5,4,1.7,37242.72,No,No,157.3505121487356,0,256,Intel,Windows
HP,Workstation,Intel Core i7,8,3.14,101657.7072,No,No,127.33567457123111,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.42,137995.2,Yes,No,209.8006828649808,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i5,8,1.5,51841.44,No,Yes,165.6321180513006,0,256,Intel,Windows
Acer,Netbook,Other Intel Processor,4,1.4,14332.32,No,No,135.0942111925629,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.38,93186.72,Yes,No,157.3505121487356,0,512,Intel,Windows
Asus,2 in 1 Convertible,Other Intel Processor,4,1.2,35644.32,Yes,No,176.23257360658386,0,0,Intel,Chrome
Toshiba,Ultrabook,Intel Core i7,16,1.36,100006.56,Yes,No,165.6321180513006,0,512,Intel,Windows
HP,Notebook,Intel Core i7,4,2.1,36709.92,No,Yes,141.21199808219862,500,0,AMD,Windows
Dell,Gaming,Intel Core i5,8,2.56,43636.32,No,No,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,AMD Processor,4,2.2,21258.72,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Notebook,AMD Processor,8,2.2,22857.12,No,No,100.45466986113651,1000,0,AMD,Windows
Lenovo,Notebook,Intel Core i5,4,2.1,33110.856,No,No,141.21199808219862,2000,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.9,23976.0,No,No,100.45466986113651,500,0,Intel,Other OS
Dell,Notebook,Intel Core i5,8,2.18,42357.6,No,No,141.21199808219862,0,256,Intel,Windows
Acer,2 in 1 Convertible,Intel Core i5,8,1.6,53226.72,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Lenovo,Workstation,Intel Core i7,16,2.18,98834.4,No,No,141.21199808219862,0,512,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,1.8,63456.48,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,AMD Processor,6,2.71,34898.9328,No,Yes,127.33567457123111,2000,0,AMD,Windows
Lenovo,Gaming,Intel Core i7,8,2.5,66546.72,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,1.64,58021.92,No,No,157.3505121487356,0,256,Nvidia,Linux
Dell,Notebook,Intel Core i5,8,1.98,38681.28,No,No,141.21199808219862,1000,0,Intel,Linux
Asus,Notebook,Other Intel Processor,4,1.5,15877.44,No,No,157.3505121487356,0,0,Intel,Windows
Dell,Notebook,Intel Core i5,16,1.93,76012.4448,No,No,141.21199808219862,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.87,45664.6896,No,Yes,157.3505121487356,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,1.9,62817.12,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,AMD Processor,4,2.19,15877.44,No,No,100.45466986113651,500,0,AMD,Windows
Mediacom,Notebook,Other Intel Processor,4,1.4,14119.2,No,Yes,161.72539083525606,32,0,Intel,Windows
HP,Notebook,Intel Core i7,8,2.63,63936.0,No,No,127.33567457123111,0,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.17,89864.1792,No,Yes,209.8006828649808,0,512,Intel,Windows
HP,2 in 1 Convertible,Intel Core i5,8,1.58,44574.048,Yes,Yes,117.82653006268643,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.32,79866.72,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,32,4.36,194972.832,No,No,254.67134914246222,1000,1000,Nvidia,Windows
MSI,Gaming,Intel Core i7,8,2.7,71847.0144,No,No,127.33567457123111,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,1.9,26101.872,No,No,100.45466986113651,1000,0,Intel,Other OS
Dell,Notebook,Intel Core i5,8,2.2,38308.32,No,No,141.21199808219862,1000,128,AMD,Windows
Dell,2 in 1 Convertible,Intel Core i3,4,1.71,34578.72,Yes,No,165.6321180513006,1000,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.32,31409.6256,No,No,100.45466986113651,1000,0,AMD,Linux
HP,Notebook,AMD Processor,4,2.1,26053.92,No,No,141.21199808219862,1000,0,AMD,Windows
Acer,Gaming,Intel Core i7,16,4.2,103096.8,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,12,2.25,34578.72,No,No,100.45466986113651,1000,0,Intel,Windows
HP,Notebook,AMD Processor,6,2.1,34632.0,No,No,141.21199808219862,1000,128,AMD,Windows
Acer,Notebook,Intel Core i5,4,2.4,29783.52,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.44,51148.8,No,Yes,165.6321180513006,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,4,1.85,41505.12,No,No,141.21199808219862,1000,0,Intel,Windows
HP,Workstation,Intel Core i7,16,2.6,128884.32,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,1.55,35111.52,Yes,No,165.6321180513006,1000,0,Intel,Windows
MSI,Gaming,Intel Core i7,16,1.8,111593.8944,No,No,141.21199808219862,1000,256,Nvidia,Windows
Acer,Notebook,Intel Core i3,4,2.4,21887.424,No,No,100.45466986113651,500,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.0,64308.96,No,No,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i3,8,2.0,35431.2,No,No,100.45466986113651,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i5,8,1.25,81784.8,Yes,Yes,157.3505121487356,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.7,53226.72,Yes,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Workstation,Intel Core i7,16,2.5,175770.72,No,Yes,282.42399616439724,0,1000,Nvidia,Windows
Acer,Notebook,Other Intel Processor,2,1.68,17582.4,No,No,111.93520355955211,0,0,Intel,Chrome
Samsung,Ultrabook,Intel Core i7,16,0.81,87858.72,No,No,165.6321180513006,0,256,Intel,Windows
HP,Notebook,Intel Core i3,8,1.86,28717.92,No,No,141.21199808219862,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.6,60031.1088,No,No,111.93520355955211,0,256,Intel,Windows
HP,Workstation,Other Intel Processor,16,3.0,233845.92,No,Yes,127.33567457123111,0,256,Nvidia,Windows
Lenovo,Netbook,Other Intel Processor,4,1.4,25308.0,Yes,No,135.0942111925629,0,128,Intel,Windows
HP,Notebook,Intel Core i5,8,1.84,101232.0,No,No,141.21199808219862,0,256,Intel,Windows
Asus,Notebook,Intel Core i5,4,2.45,30849.12,No,No,100.45466986113651,1000,0,Nvidia,Other OS
